No.;Time;Source;Destination;Protocol;Length;Info;
4169;45.443.790;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   405;" Unit:   1, Func:   3: Read Holding Registers"""
4174;45.524.095;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4177 Ack=5934 Win=65110 Len=0;
4181;45.586.311;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   406;" Unit:   1, Func:   3: Read Holding Registers"""
4186;45.650.022;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4189 Ack=5951 Win=65093 Len=0;
4194;45.746.531;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   407;" Unit:   1, Func:   3: Read Holding Registers"""
4202;45.822.541;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4201 Ack=5968 Win=65076 Len=0;
4207;45.870.639;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   408;" Unit:   1, Func:   3: Read Holding Registers"""
4214;45.947.759;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4213 Ack=5985 Win=65059 Len=0;
4219;46.002.383;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   409;" Unit:   1, Func:   3: Read Holding Registers"""
4226;46.073.240;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4225 Ack=6002 Win=65042 Len=0;
4231;46.128.543;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   410;" Unit:   1, Func:   3: Read Holding Registers"""
4236;46.198.555;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4237 Ack=6019 Win=65025 Len=0;
4242;46.256.856;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   411;" Unit:   1, Func:   3: Read Holding Registers"""
4248;46.323.411;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4249 Ack=6036 Win=65008 Len=0;
4255;46.384.855;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   412;" Unit:   1, Func:   3: Read Holding Registers"""
4258;46.462.378;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4261 Ack=6053 Win=64991 Len=0;
4265;46.520.593;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   413;" Unit:   1, Func:   3: Read Holding Registers"""
4270;46.589.560;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4273 Ack=6070 Win=64974 Len=0;
4275;46.643.025;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   414;" Unit:   1, Func:   3: Read Holding Registers"""
4282;46.714.515;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4285 Ack=6087 Win=64957 Len=0;
4289;46.785.050;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   415;" Unit:   1, Func:   3: Read Holding Registers"""
4293;46.838.377;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4297 Ack=6104 Win=64940 Len=0;
4299;46.900.129;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   416;" Unit:   1, Func:   3: Read Holding Registers"""
4306;46.964.648;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4309 Ack=6121 Win=64923 Len=0;
4311;47.033.698;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   417;" Unit:   1, Func:   3: Read Holding Registers"""
4317;47.107.208;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4321 Ack=6138 Win=64906 Len=0;
4323;47.156.859;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   418;" Unit:   1, Func:   3: Read Holding Registers"""
4329;47.232.522;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4333 Ack=6155 Win=64889 Len=0;
4334;47.286.112;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   419;" Unit:   1, Func:   3: Read Holding Registers"""
4341;47.356.239;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4345 Ack=6172 Win=64872 Len=0;
4346;47.418.267;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   420;" Unit:   1, Func:   3: Read Holding Registers"""
4353;47.481.007;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4357 Ack=6189 Win=64855 Len=0;
4358;47.550.374;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   421;" Unit:   1, Func:   3: Read Holding Registers"""
4365;47.619.890;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4369 Ack=6206 Win=64838 Len=0;
4370;47.669.724;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   422;" Unit:   1, Func:   3: Read Holding Registers"""
4377;47.744.656;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4381 Ack=6223 Win=64821 Len=0;
4382;47.799.353;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   423;" Unit:   1, Func:   3: Read Holding Registers"""
4389;47.870.197;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4393 Ack=6240 Win=64804 Len=0;
4394;47.942.211;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   424;" Unit:   1, Func:   3: Read Holding Registers"""
4401;47.993.619;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4405 Ack=6257 Win=64787 Len=0;
4406;48.056.285;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   425;" Unit:   1, Func:   3: Read Holding Registers"""
4413;48.135.046;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4417 Ack=6274 Win=64770 Len=0;
4418;48.188.441;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   426;" Unit:   1, Func:   3: Read Holding Registers"""
4425;48.261.821;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4429 Ack=6291 Win=64753 Len=0;
4430;48.313.737;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   427;" Unit:   1, Func:   3: Read Holding Registers"""
4435;48.389.226;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4441 Ack=6308 Win=64736 Len=0;
4442;48.445.523;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   428;" Unit:   1, Func:   3: Read Holding Registers"""
4447;48.514.882;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4453 Ack=6325 Win=64719 Len=0;
4453;48.568.998;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   429;" Unit:   1, Func:   3: Read Holding Registers"""
4459;48.640.198;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4465 Ack=6342 Win=64702 Len=0;
4466;48.711.219;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   430;" Unit:   1, Func:   3: Read Holding Registers"""
4470;48.765.633;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4477 Ack=6359 Win=64685 Len=0;
4478;48.831.302;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   431;" Unit:   1, Func:   3: Read Holding Registers"""
4483;48.892.063;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4489 Ack=6376 Win=64668 Len=0;
4489;48.968.280;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   432;" Unit:   1, Func:   3: Read Holding Registers"""
4495;49.032.336;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4501 Ack=6393 Win=64651 Len=0;
4501;49.088.897;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   433;" Unit:   1, Func:   3: Read Holding Registers"""
4507;49.157.345;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4513 Ack=6410 Win=64634 Len=0;
4514;49.238.122;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   434;" Unit:   1, Func:   3: Read Holding Registers"""
4522;49.328.003;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4525 Ack=6427 Win=64617 Len=0;
4527;49.381.711;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   435;" Unit:   1, Func:   3: Read Holding Registers"""
4534;49.454.093;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4537 Ack=6444 Win=64600 Len=0;
4539;49.527.070;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   436;" Unit:   1, Func:   3: Read Holding Registers"""
4545;49.580.621;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4549 Ack=6461 Win=64583 Len=0;
4550;49.639.421;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   437;" Unit:   1, Func:   3: Read Holding Registers"""
4556;49.705.972;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4561 Ack=6478 Win=64566 Len=0;
4563;49.773.662;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   438;" Unit:   1, Func:   3: Read Holding Registers"""
4570;49.844.694;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4573 Ack=6495 Win=64549 Len=0;
4575;49.899.984;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   439;" Unit:   1, Func:   3: Read Holding Registers"""
4580;49.971.632;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4585 Ack=6512 Win=64532 Len=0;
4587;50.043.521;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   440;" Unit:   1, Func:   3: Read Holding Registers"""
4592;50.098.267;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4597 Ack=6529 Win=64515 Len=0;
4597;50.153.311;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   441;" Unit:   1, Func:   3: Read Holding Registers"""
4604;50.224.143;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4609 Ack=6546 Win=64498 Len=0;
4611;50.291.865;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   442;" Unit:   1, Func:   3: Read Holding Registers"""
4616;50.349.554;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4621 Ack=6563 Win=64481 Len=0;
4621;50.410.199;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   443;" Unit:   1, Func:   3: Read Holding Registers"""
4626;50.476.092;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4633 Ack=6580 Win=64464 Len=0;
4635;50.544.894;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   444;" Unit:   1, Func:   3: Read Holding Registers"""
4638;50.618.398;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4645 Ack=6597 Win=64447 Len=0;
4646;50.671.976;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   445;" Unit:   1, Func:   3: Read Holding Registers"""
4651;50.742.834;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4657 Ack=6614 Win=64430 Len=0;
4657;50.795.020;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   446;" Unit:   1, Func:   3: Read Holding Registers"""
4663;50.866.958;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4669 Ack=6631 Win=64413 Len=0;
4669;50.924.358;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   447;" Unit:   1, Func:   3: Read Holding Registers"""
4675;50.991.678;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4681 Ack=6648 Win=64396 Len=0;
4681;51.051.983;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   448;" Unit:   1, Func:   3: Read Holding Registers"""
4687;51.131.837;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4693 Ack=6665 Win=64379 Len=0;
4694;51.208.515;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   449;" Unit:   1, Func:   3: Read Holding Registers"""
4702;51.302.307;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4705 Ack=6682 Win=64362 Len=0;
4707;51.359.253;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   450;" Unit:   1, Func:   3: Read Holding Registers"""
4713;51.425.172;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4717 Ack=6699 Win=64345 Len=0;
4718;51.482.832;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   451;" Unit:   1, Func:   3: Read Holding Registers"""
4723;51.549.324;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4729 Ack=6716 Win=64328 Len=0;
4730;51.631.844;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   452;" Unit:   1, Func:   3: Read Holding Registers"""
4734;51.675.548;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4741 Ack=6733 Win=64311 Len=0;
4742;51.741.050;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   453;" Unit:   1, Func:   3: Read Holding Registers"""
4747;51.816.102;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4753 Ack=6750 Win=64294 Len=0;
4754;51.879.928;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   454;" Unit:   1, Func:   3: Read Holding Registers"""
4759;51.943.303;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4765 Ack=6767 Win=64277 Len=0;
4765;51.992.822;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   455;" Unit:   1, Func:   3: Read Holding Registers"""
4771;52.068.275;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4777 Ack=6784 Win=64260 Len=0;
4777;52.129.411;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   456;" Unit:   1, Func:   3: Read Holding Registers"""
4782;52.192.234;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4789 Ack=6801 Win=65535 Len=0;
4789;52.255.089;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   457;" Unit:   1, Func:   3: Read Holding Registers"""
4795;52.319.972;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4801 Ack=6818 Win=65518 Len=0;
4802;52.395.381;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   458;" Unit:   1, Func:   3: Read Holding Registers"""
4807;52.445.198;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4813 Ack=6835 Win=65501 Len=0;
4814;52.510.072;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   459;" Unit:   1, Func:   3: Read Holding Registers"""
4819;52.585.721;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4825 Ack=6852 Win=65484 Len=0;
4826;52.650.815;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   460;" Unit:   1, Func:   3: Read Holding Registers"""
4831;52.709.755;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4837 Ack=6869 Win=65467 Len=0;
4837;52.768.679;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   461;" Unit:   1, Func:   3: Read Holding Registers"""
4843;52.834.451;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4849 Ack=6886 Win=65450 Len=0;
4850;52.901.837;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   462;" Unit:   1, Func:   3: Read Holding Registers"""
4855;52.958.721;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4861 Ack=6903 Win=65433 Len=0;
4862;53.036.886;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   463;" Unit:   1, Func:   3: Read Holding Registers"""
4867;53.098.603;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4873 Ack=6920 Win=65416 Len=0;
4872;53.150.844;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   464;" Unit:   1, Func:   3: Read Holding Registers"""
4878;53.225.165;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4885 Ack=6937 Win=65399 Len=0;
4883;53.290.071;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   465;" Unit:   1, Func:   3: Read Holding Registers"""
4889;53.350.218;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4897 Ack=6954 Win=65382 Len=0;
4894;53.407.681;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   466;" Unit:   1, Func:   3: Read Holding Registers"""
4902;53.474.638;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4909 Ack=6971 Win=65365 Len=0;
4906;53.536.704;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   467;" Unit:   1, Func:   3: Read Holding Registers"""
4913;53.614.310;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4921 Ack=6988 Win=65348 Len=0;
4918;53.667.466;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   468;" Unit:   1, Func:   3: Read Holding Registers"""
4926;53.737.644;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4933 Ack=7005 Win=65331 Len=0;
4931;53.805.600;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   469;" Unit:   1, Func:   3: Read Holding Registers"""
4937;53.863.280;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4945 Ack=7022 Win=65314 Len=0;
4942;53.920.980;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   470;" Unit:   1, Func:   3: Read Holding Registers"""
4949;53.989.416;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4957 Ack=7039 Win=65297 Len=0;
4954;54.060.534;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   471;" Unit:   1, Func:   3: Read Holding Registers"""
4961;54.127.774;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4969 Ack=7056 Win=65280 Len=0;
4964;54.180.528;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   472;" Unit:   1, Func:   3: Read Holding Registers"""
4973;54.252.832;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4981 Ack=7073 Win=65263 Len=0;
4976;54.306.627;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   473;" Unit:   1, Func:   3: Read Holding Registers"""
4985;54.379.308;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=4993 Ack=7090 Win=65246 Len=0;
4990;54.446.448;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   474;" Unit:   1, Func:   3: Read Holding Registers"""
4997;54.505.461;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5005 Ack=7107 Win=65229 Len=0;
5000;54.563.765;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   475;" Unit:   1, Func:   3: Read Holding Registers"""
5009;54.631.653;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5017 Ack=7124 Win=65212 Len=0;
5012;54.692.590;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   476;" Unit:   1, Func:   3: Read Holding Registers"""
5021;54.771.331;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5029 Ack=7141 Win=65195 Len=0;
5024;54.817.972;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   477;" Unit:   1, Func:   3: Read Holding Registers"""
5033;54.895.513;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5041 Ack=7158 Win=65178 Len=0;
5038;54.956.510;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   478;" Unit:   1, Func:   3: Read Holding Registers"""
5045;55.022.184;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5053 Ack=7175 Win=65161 Len=0;
5048;55.078.187;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   479;" Unit:   1, Func:   3: Read Holding Registers"""
5055;55.147.105;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5065 Ack=7192 Win=65144 Len=0;
5062;55.214.345;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   480;" Unit:   1, Func:   3: Read Holding Registers"""
5067;55.272.588;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5077 Ack=7209 Win=65127 Len=0;
5074;55.354.520;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   481;" Unit:   1, Func:   3: Read Holding Registers"""
5078;55.412.440;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5089 Ack=7226 Win=65110 Len=0;
5083;55.465.861;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   482;" Unit:   1, Func:   3: Read Holding Registers"""
5090;55.537.462;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5101 Ack=7243 Win=65093 Len=0;
5097;55.605.500;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   483;" Unit:   1, Func:   3: Read Holding Registers"""
5102;55.663.398;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5113 Ack=7260 Win=65076 Len=0;
5107;55.735.303;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   484;" Unit:   1, Func:   3: Read Holding Registers"""
5113;55.790.138;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5125 Ack=7277 Win=65059 Len=0;
5118;55.859.357;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   485;" Unit:   1, Func:   3: Read Holding Registers"""
5125;55.916.807;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5137 Ack=7294 Win=65042 Len=0;
5130;55.975.688;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   486;" Unit:   1, Func:   3: Read Holding Registers"""
5137;56.057.214;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5149 Ack=7311 Win=65025 Len=0;
5142;56.109.937;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   487;" Unit:   1, Func:   3: Read Holding Registers"""
5149;56.183.000;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5161 Ack=7328 Win=65008 Len=0;
5155;56.265.266;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   488;" Unit:   1, Func:   3: Read Holding Registers"""
5163;56.355.794;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5173 Ack=7345 Win=64991 Len=0;
5169;56.409.471;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   489;" Unit:   1, Func:   3: Read Holding Registers"""
5175;56.480.655;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5185 Ack=7362 Win=64974 Len=0;
5180;56.536.661;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   490;" Unit:   1, Func:   3: Read Holding Registers"""
5187;56.605.243;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5197 Ack=7379 Win=64957 Len=0;
5193;56.666.964;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   491;" Unit:   1, Func:   3: Read Holding Registers"""
5199;56.730.554;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5209 Ack=7396 Win=64940 Len=0;
5203;56.792.770;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   492;" Unit:   1, Func:   3: Read Holding Registers"""
5211;56.855.188;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5221 Ack=7413 Win=64923 Len=0;
5216;56.921.604;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   493;" Unit:   1, Func:   3: Read Holding Registers"""
5223;56.994.039;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5233 Ack=7430 Win=64906 Len=0;
5230;57.060.133;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   494;" Unit:   1, Func:   3: Read Holding Registers"""
5235;57.120.655;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5245 Ack=7447 Win=64889 Len=0;
5239;57.174.979;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   495;" Unit:   1, Func:   3: Read Holding Registers"""
5247;57.245.867;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5257 Ack=7464 Win=64872 Len=0;
5254;57.320.078;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   496;" Unit:   1, Func:   3: Read Holding Registers"""
5258;57.370.498;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5269 Ack=7481 Win=64855 Len=0;
5264;57.443.293;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   497;" Unit:   1, Func:   3: Read Holding Registers"""
5271;57.511.960;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5281 Ack=7498 Win=64838 Len=0;
5276;57.558.628;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   498;" Unit:   1, Func:   3: Read Holding Registers"""
5281;57.636.524;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5293 Ack=7515 Win=64821 Len=0;
5287;57.689.951;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   499;" Unit:   1, Func:   3: Read Holding Registers"""
5294;57.763.621;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5305 Ack=7532 Win=64804 Len=0;
5298;57.821.309;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   500;" Unit:   1, Func:   3: Read Holding Registers"""
5305;57.885.113;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5317 Ack=7549 Win=64787 Len=0;
5310;57.950.441;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   501;" Unit:   1, Func:   3: Read Holding Registers"""
5317;58.024.733;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5329 Ack=7566 Win=64770 Len=0;
5322;58.076.316;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   502;" Unit:   1, Func:   3: Read Holding Registers"""
5329;58.149.568;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5341 Ack=7583 Win=64753 Len=0;
5334;58.205.250;192.168.1.100;192.168.1.101;Modbus/TCP;66;   Query: Trans:   503;" Unit:   1, Func:   3: Read Holding Registers"""
5341;58.275.220;192.168.1.100;192.168.1.101;TCP;54;51002  >  502 [ACK] Seq=5353 Ack=7600 Win=64736 Len=0;
